OrigFdCd; OrigFdNm; EngFdNam; SciNam; EDIBLE; NCF; FACF; ENERC [kJ]; ENERC [kcal]; FAT [g]; FASAT [g]; FAMS [g]; FAPU [g]; FATRN [g]; CHOT [g]; CHO [g]; SUGAR [g]; FIBT [g]; PROT [g]; ASH [g]; NA [mg]; NACL [g]; WATER [g]
120; Mléko acidofilní, min. 3 % tuku; Milk, acidophilus cultured, min. 3% milkfat; ; 1.00; 6.38; 0.945;266;64; 3.5; 2.26; 0.95; 0.10; ; 4.0; 4.0; 4.0;0; 3.3; 0.7;43; 0.1; 87.8
436; Mléko kefírové; Milk, cultured, kefir; ; 1.00; 6.38; 0.945;168;40; 1.1; 0.95;0;0;0; 4.8; 4.8; 3.6;0; 2.7; 0.6;44; 0.11; 90.8
121; Mléko kefírové, sníenım obsahem tuku, 0,7 % tuku; Milk, cultured, kefir, reduced fat,  0.7% milkfat; ; 1.00; 6.38; 0.945;162;38; 0.7; 0.45; 0.19; 0.02; ; 4.1; 4.1; 4.1;0; 3.3; 0.7;44; 0.1; 90.4
448; Mléko kozí; Milk, goat; ; 1.00; 6.38; 0.945;220;53; 2.4; 2.08; 0.19;0;0; 4.6; 4.6; 4.1;0; 3.0; 0.8;61; 0.15; 89.2
114; Mléko nízkotuèné (odtuènìné); Milk, defatted; ; 1.00; 6.38; 0.945;160;38; 0.5; 0.32; 0.14; 0.01; ; 4.9; 4.9; 4.9;0; 3.4; 0.8;41; 0.1; 90.5
115; Mléko odstøedìné; Milk, skimmed; ; 1.00; 6.38; 0.945;145;34; 0.1; 0.06; 0.03;0; ; 4.9; 4.9; 4.9;0; 3.4; 0.8;41; 0.1; 90.8
449; Mléko ovèí; Milk, sheep; ; 1.00; 6.38; 0.945;526;126; 9.1; 6.24; 2.08; 0.28;0; 3.0; 3.0; 2.5;0; 8.1; 1.1;71; 0.18; 78.7
112; Mléko plnotuèné; Milk, whole fat; ; 1.00; 6.38; 0.945;264;63; 3.4; 2.20; 0.92; 0.10; ; 4.8; 4.8; 4.8;0; 3.3; 0.7;41; 0.1; 87.9
113; Mléko polotuèné; Milk, semi-skimmed; ; 1.00; 6.38; 0.945;193;46; 1.5; 0.97; 0.41; 0.04; ; 4.8; 4.8; 4.8;0; 3.3; 0.7;41; 0.1; 89.7
144; Mléko sušené, nízkotuèné; Milk, lowfat fat, dried; ; 1.00; 6.38; 0.945;1640;388; 6.0; 3.88; 1.62; 0.17; ; 49.4; 49.4; 49.4;0; 34.0; 7.5;450; 1.1; 3.0
145; Mléko sušené, odstøedìné; Milk, skimmed, dried; ; 1.00; 6.38; 0.945;1520;357; 1.0; 0.65; 0.27; 0.03; ; 51.5; 51.5; 51.5;0; 35.5; 8.0;470; 1.2; 4.0
142; Mléko sušené, plnotuèné; Milk, whole fat, dried; ; 1.00; 6.38; 0.945;2081;497; 26.0; 16.82; 7.02; 0.75; ; 39.0; 39.0; 39.0;0; 26.8; 6.0;355; 0.9; 2.3
143; Mléko sušené, polotuèné; Milk, reduced fat, dried; ; 1.00; 6.38; 0.945;1800;427; 14.0; 9.06; 3.78; 0.41; ; 44.5; 44.5; 44.5;0; 30.7; 6.8;405; 1.0; 4.0
111; Mléko syrové; Milk, raw; ; 1.00; 6.38; 0.945;289;69; 4.1; 2.65; 1.11; 0.12; ; 4.8; 4.8; 4.8;0; 3.3; 0.7;41; 0.1; 87.2
140; Mléko zahuštìné, plnotuèné, neslazené; Milk, condensed, wholefat, not sweetened; ; 1.00; 6.38; 0.945;668;160; 9.0; 5.82; 2.43; 0.26; ; 11.7; 11.7; 11.7;0; 8.0; 1.8;106; 0.3; 69.5
141; Mléko zahuštìné, plnotuèné, slazené; Milk, condensed, wholefat,  sweetened; ; 1.00; 6.38; 0.945;1390;330; 9.0; 5.82; 2.43; 0.26; ; 54.9; 54.9; 54.9;0; 7.5; 1.8;106; 0.3; 27.0
763; Morèák evropskı (vlk moøskı, okoun moøskı); Fish, seabass, raw; Dicentrarchus labrax; 0.45; 6.25; 0.700;575;137; 7.0; 1.23; 2.40; 0.98;0;0;0;0;0; 18.6; 1.2;71; 0.18; 72.7
960; Moruše, bílá, sušená; Mulberry, white, dried; Morus alba; 1.00; 6.25; 0.800;1549;366; 2.5; 0.74; 0.29; 0.99;0; 86.4; 77.3; 73.9; 9.1; 4.1; 3.2;1;0; 3.8
753; Moøan zlatı (prama královská); Fish, sea bream/dorade royal, raw; Sparus aurata; 0.41; 6.25; 0.700;671;161; 9.3; 2.27; 3.66; 1.99;0;0;0;0;0; 19.2; 1.3;57; 0.14; 69.3
814; Moøan zlatı (prama královská), maso s kùí; Gilthead seabream, meat with skin, raw; Sparus aurata; 0.52; 6.25; 0.900;765;184; 11.9; 1.91; 4.93; 3.19;0;0;0;0;0; 19.1; 1.5;56; 0.14; 66.7
661; Mouka amarantová; Amaranth flour; Amaranthus sp.; 1.00; 6.25; 0.956;1537;365; 6.7; 1.31; 1.56; 3.37;0; 66.7; 56.6; 2.2; 10.1; 14.6; 2.3;0;0; 9.7
746; Mouka banánová; Banana flour; ; 1.00; 6.25; 0.670;1418;335; 0.4; 0.12; 0.02; 0.12;0; 83.4; 75.4; 1.9; 8.1; 3.3; 2.1;1;0; 10.7
692; Mouka cizrnová; Chickpea flour; Ciceris similae; 1.00; 6.25; 0.670;1448;345; 6.4; 0.54; 1.28; 2.48;0; 58.6; 41.7; 2.9; 16.8; 21.6; 3.2;13; 0.03; 10.3
767; Mouka èiroková; Sorghum flour; ; 1.00; 6.25; 0.670;1486;351; 3.0; 0.23; 0.68; 1.01;0; 77.6; 70.7; 0.9; 6.6; 7.3; 1.3;0;0; 11.2
693; Mouka èoèková; Lentil flour; ; 1.00; 6.25; 0.670;1385;328; 1.6; 0.14; 0.33; 0.58;0; 61.2; 47.7; 2.0; 13.5; 23.9; 2.5;1;0; 10.8
694; Mouka fazolová; Bean flour; ; 1.00; 6.25; 0.670;1307;311; 1.5; 0.17; 0.13; 0.73;0; 64.3; 41.2; 3.3; 23.2; 21.5; 3.8;0;0; 8.9
729; Mouka hoøèièná; Mustard flour; ; 1.00; 6.25; 0.670;1498;360; 15.7; 0.55; 7.17; 2.27;0; 35.4; 6.0; 5.8; 29.4; 34.1; 6.0;0;0; 8.8
695; Mouka hrachová; Pea flour; ; 1.00; 6.25; 0.670;1338;317; 1.8; 0.19; 0.27; 0.74;0;64.9;47.1;3.2;17.8; 19.3; 2.5;1;0; 11.5
768; Mouka jáhlová; Millet flour; ; 1.00; 6.25; 0.670;1471;347; 1.5; 0.40; 0.31; 1.28;0; 76.1; 73.6; 0.8; 2.5; 8.5; 1.2;0;0; 11.2
663; Mouka jeèná; Barley flour; Hordeum vulgare L.; 1.00; 6.25; 0.670;1455;344; 1.7; 0.25; 0.17; 0.74;0; 77.7; 69.7; 0.7; 7.9; 8.3; 1.4;2; 0.01; 10.9
342; Mouka jeèná celozrnná; Barley flour, whole grain; ; 1.00; 6.25; 0.670;1480;350; 2.4; 0.32; 0.31; 0.97;0; 77.6; 69.4; 11.5; 8.2; 8.8; 1.4;1;0; 9.8
817; Mouka kaštanová; Chestnut flour; Castanea; 1.00; 6.25; 0.670;1464;347; 3.6; 0.40; 1.04; 0.96;0; 80.6; 64.4; 26.5; 16.2; 6.3; 2.4;1;0; 7.1
908; Mouka konopná celozrnná; Wholemeal Protein Flour Hemp; Cannabis; 1.00; 6.25; 0.670;1409;337; 9.5; 0.54; 0.79; 4.59;0; 23.9; 4.4; 4.4; 19.5; 48.6; 9.4;1;0; 8.6
453; Mouka kukuøièná; Corn flour; ; 1.00; 6.25; 0.800;1510;362; 4.0; 0.48; 1.04; 1.76;0; 75.5; 69.9; 1.5; 5.6; 7.8; 1.0;0;0; 11.8
732; Mouka lnìná; Flax flour; ; 1.00; 6.25; 0.670;1400;337; 11.8; 0.81; 2.07; 5.01;0; 41.1; 8.3; 3.2; 32.9; 33.0; 4.8;81; 0.20; 9.3
696; Mouka lupinová; Lupin flour; ; 1.00; 6.25; 0.670;1438;344; 9.0; 1.14; 2.13; 2.74;0; 41.44; 12.60; 4.45; 28.84; 38.8; 3.3;38; 0.09; 7.4
733; Mouka maková; Poppy flour; ; 1.00; 6.25; 0.670;1361;327; 11.3; 1.07; 1.16; 5.32;0; 38.3; 10.4; 5.0; 27.9; 32.0; 11.5;4; 0.01; 7.0
818; Mouka nopálová; Cactus flour; Opuncie fikus indica; 1.00; 6.25; 0.670;815;198; 1.4; 0.40; 0.24; 0.11;0; 67.4; 14.6; 3.6; 52.8; 5.4; 19.4;1;0; 6.4
343; Mouka ovesná; Oat flour; Avena sativa; 1.00; 6.25; 0.940;1559;370; 6.5; 1.28; 2.61; 2.25;0; 70.4; 62.6; 0.9; 7.8; 11.3; 1.4;2;0; 10.4
664; Mouka pohanková; Buckwheat flour; Fagopyrum esculentum; 1.00; 6.25; 0.956;1479;349; 2.6; 0.19; 0.44; 0.52;0; 72.5; 68.4; 1.6; 4.2; 11.0; 1.5;0;0; 12.3
665; Mouka prosná; Millet flour; Fagopyrum esculentum; 1.00; 6.25; 0.956;1527;360; 3.0; 0.68; 0.58; 1.42;0; 71.6; 69.3; 0.5; 2.3; 12.9; 1.0;1;0; 11.5
146; Mouka pšenièná, hladká, svìtlá, T 530, obsah popela max. 0,6 % v suš.; Wheat, flour, fine, T 530, ash content max. 0.6% DM; ; 1.00; 6.25; 0.670;1460;344; 1.7; 0.22; 0.19; 0.73;0; 72.0; 68.9; 1.1; 3.1; 11.9; 0.5;1;0; 13.9
148; Mouka pšenièná, hrubá, T 450,  obsah popela max. 0,5 % v suš.; Wheat, flour, coarse, T 450,  ash content max. 0.5% DM; ; 1.00; 6.25; 0.670;1460;344; 1.4; 0.18; 0.11; 0.64;0; 73.9; 70.2; 0.5; 3.7; 10.9; 0.3;1;0; 13.6
666; Mouka pšenièná, chlebová; Wheat, bread flour; ; 1.00; 6.25; 0.670;1494;353; 1.7; 0.23; 0.01; 0.86;0; 73.3; 69.1; 1.7; 4.2; 13.2; 0.9;1;0; 10.9
147; Mouka pšenièná, polohrubá,T 400, obsah popela max. 0,5 % v suš.; Wheat, flour, medium coarse, T 400, ash content max. 0.5% DM; ; 1.00; 6.25; 0.670;1460;344; 1.4; 0.19; 0.11; 0.62;0; 73.3; 69.6; 0.8; 3.7; 11.3; 0.4;1;0; 13.6
772; Mouka quinoi; Quinoa flour; ; 1.00; 6.25; 0.670;1495;355; 7.0; 0.53; 1.28; 2.64;0; 64.3; 54.1; 1.7; 10.2; 13.9; 3.1;0;0; 11.8
336; Mouka rıová; Rice flour; ; 1.00; 6.25; 0.850;1516;357; 1.5; 0.30; 0.53; 0.46;0; 78.7; 78.2; 1.2; 0.5; 7.5; 0.5;2;0; 11.8
769; Mouka rıová celozrnná; Rice flour, wholemeal; ; 1.00; 6.25; 0.850;1622;383; 2.5; 0.45; 0.89; 0.83;0; 82.5; 79.0; 0.8; 3.5; 9.3; 1.4;2; 0.01; 4.3
667; Mouka sladová; Malt flour; ; 1.00; 6.25; 0.956;1510;357; 2.0; 0.40; 0.23; 1.27;0; 80.3; 69.6; 4.6; 10.7; 9.9; 1.7;3; 0.01; 6.1
338; Mouka sójová odtuènìná; Soy flour, defatted; ; 1.00; 6.25; 0.670;1328;315; 1.8; 0.27; 0.26; 0.70;0; 34.7; 14.9; 7.3; 19.8; 50.0; 6.8;1;0; 6.7
337; Mouka sójová plnotuèná; Soy flour, full fat; ; 1.00; 6.25; 0.670;1712;412; 20.9; 2.07; 3.76; 8.15;0; 30.5; 9.9; 8.2; 20.6; 35.6; 5.3;0;0; 7.7
893; Mouka teffová; Teff flour; Eragrostis abyssinica (Jacq.) Link; 1.00; 6.25; 0.670;1276;305; 3.6; 0.42; 0.68; 1.31;0; 63.7; 34.2; 2.1; 29.5; 19.1; 2.2;2; 0.01; 11.4
454; Mouka z pšenice Durum; Durum wheat flour; ; 1.00; 6.25; 0.670;1480;354; 1.2; 0.13; 0.13; 0.54;0; 73.7; 71.0; 2.4; 2.7; 12.3; 0.6;1;0; 12.2
455; Mouka z pšenice špaldy, celozrnná; Spelt wheat flour, wholemeal; ; 1.00; 6.25; 0.670;1457;344; 1.8; 0.20; 0.27; 0.74;0; 72.7; 64.5; 1.3; 8.2; 13.4; 1.1;1;0; 11.1
597; Mouka ze svatojánského chleba; Carob flour; Ceratonia siliqua; 1.00; 6.25; 0.670;1217;291; 0.6;0;0;0;0; 87.1; 46.2; 29.7; 40.9; 4.8; 3.7;8; 0.02; 3.8
910; Mouka aludová; Acorn Flour; Quercus; 1.00; 6.25; 0.670;1419;338; 5.2; 1.08; 1.53; 0.88;0; 78.2; 56.9; 1.9; 21.3; 5.3; 1.6;2; 0.01; 9.7
339; Mouka itná; Rye flour, breadmaking; ; 1.00; 6.25; 0.670;1410;338; 1.4; 0.13; 0.13; 0.60;0; 77.9; 66.1; 1.9; 11.8; 8.4; 1.1;1;0; 11.2
770; Mouka itná, celozrnná; Rye flour, wholemeal; ; 1.00; 6.25; 0.670;1449;342; 1.3; 0.13; 0.16; 0.57;0; 81.1; 72.1; 1.8; 9.0; 6.1; 1.2;0;0; 10.3
920; Mouka, plantejnová (ze zelenıch banánù); Plantain (green bananas), flour; Musa paradisiaca; 1.00; 6.25; 0.670;1424;336; 0.4;0;0;0;0; 83.4; 76.3; 2.4; 7.1; 3.2; 2.5;0;0; 10.5
150; Mouka, pšenièná, celozrnná, T 1700, obsah popela max. 1,9 % v suš.; Wheat, wholemeal, T 1700, ash content max. 1.9% DM; ; 1.00; 6.25; 0.670;1470;346; 2.4; 0.27; 0.26; 1.05;0; 71.2; 64.2; 1.4; 7.0; 13.5; 1.4;1;0; 11.5
922; Mouka, z quinoa; Quinoa, flour; Chenopodium quinoa; 1.00; 6.25; 0.670;1503;356; 5.9; 0.43; 1.06; 2.36;0; 67.0; 57.8; 3.9; 9.2; 13.4; 2.7;35; 0.09; 11.0
62; Mrkev; Carrot, raw; Daucus carota L.; 0.61; 6.25; 0.800;151;36; 0.2; ; ; ; ; 9.0; 6.1; ; 2.9; 1.0; 0.8;80; 0.2; 89.0
930; Mrkev èerná; Carrot black, raw; Daucus carota; 0.93; 6.25; 0.800;199;48; 0.8;0;0;0;0; 11.4; 5.1; 4.7; 6.3; 1.9; 1.1;38; 0.10; 84.8
961; Mrkev, lyofilizovaná; Carrot, lyophilized; Daucus carota; 1.00; 6.25; 0.800;1353;320; 0.8;0;0;0;0; 81.2; 67.6; 65.8; 13.6; 3.8; 3.1;392; 0.98; 11.1
655; Mungo klíèky; Mung beans, sprouted, raw; Vigna radiata; 1.00; 6.25; 0.956;1325;314; 1.5; 0.49; 0.07; 0.87;0; 61.7; 42.1; 2.0; 19.6; 23.3; 2.8;0;0; 10.7
583; Nápoj kokosovı; Coconut milk; ; 1.00; 6.25; 0.942;655;159; 15.3; 13.45; 0.85; 0.14;0; 3.9; 3.9;0;0; 1.3; 0.4;20; 0.05; 79.1
574; Nápoj sójovı, natural, sušenı; Soy drink, plain, dried; ; 1.00; 6.25; 0.945;2038;488; 25.9; 3.93; 16.10; 1.05;0; 62.9; 55.7; 24.0; 7.2; 4.4; 3.1;153; 0.38; 3.7
639; Nashi; Nashi pear, raw; Pyrus pyrifolia; 0.94; 6.25; 0.800;183;43; 0.1;0;0;0;0; 11.3; 8.5; 1.0; 2.8; 0.6; 0.4;0;0; 87.6
360; Nektarinky; Nectarines, raw; Prunus persica var. nucipersica; 0.89; 6.25; 0.700;200;48; 0.3; 0.02; 0.09; 0.11; ; 11.0; 9.3; 7.9; 1.7; 1.1; ; 0.5;0; 87.6
250; Ocet kvasnı; Vinegar, fermentative; ; 1.00; 6.25; 0.000;139;32;0; ; ; ; ; 9.6; 9.6; ;0;0; 0.1;20; 0.1; 89.8
302; Oháòka hovìzí; Tail, ox, raw; ; 0.55; 6.25; 0.000;945;225; 15.7; 8.91; 6.87; 0.54; ;0;0; ;0; 21.4; 0.9;94; ; 63.0
811; Okoun nilskı, maso bez kùe; Nile perch, meat without skin, raw; Lates niloticus; 1.00; 6.25; 0.700;325;77; 0.8; 0.28; 0.13; 0.06;0;0;0;0;0; 17.4; 1.0;50; 0.12; 78.4
63; Okurky; Cucumber, raw; Cucumis sativus L.; 0.80; 6.25; 0.800;48;12; 0.1; ; ; ; ; 2.2; 1.5; ; 0.7; 0.8; 0.5;10;0; 96.4
690; Olej arganovı; Oil, argan; ; 1.00; 6.25; 0.956;3700;900;100; 17.99; 43.85; 33.62;0;0;0;0;0;0;0;0;0;0
483; Olej babassovı; Oil, babassu; ; 1.00; 6.25; 0.956;3690;900; 99.8; 79.83; 13.58; 2.20;0;0;0;0;0;0;0;0;0; 0.2
482; Olej bavlníkovı; Oil, cottonseed; ; 1.00; 6.25; 0.956;3700;900; 99.9; 21.32; 23.61; 50.00; 0.48;0;0;0;0;0;0;0;0; 0.1
480; Olej hoøèiènı; Oil, mustard; ; 1.00; 6.25; 0.956;3700;900; 99.9; 7.84; 56.31; 31.17; 0.19;0;0;0;0;0;0;0;0; 0.1
481; Olej hroznovı; Oil, grape; ; 1.00; 6.25; 0.956;3700;900; 99.9; 10.61; 17.49; 66.92; 0.57;0;0;0;0;0;0;0;0; 0.1
477; Olej kukuøiènı; Oil, corn; ; 1.00; 6.25; 0.956;3700;900; 99.9; 12.91; 29.06; 53.44; 0.19;0;0;0;0;0;0;0;0; 0.15
634; Olej kukuøiènı klíèkovı, lisovanı; Oil, corn grits; ; 1.00; 6.25; 0.956;3700;900;100; 11.05; 28.18; 56.35;0;0;0;0;0;0;0;0;0;0
382; Olej olivovı; Oil, olive; Olea europaea; 1.00; 6.25; 0.957;3700;900;100; 12.3; 74.6; 8.80;0;0;0;0;0;0;0;2;0;0
473; Olej palmovı; Oil, palm; ; 1.00; 6.25; 0.956;3700;900; 99.9; 41.87; 42.16; 11.28; 0.29;0;0;0;0;0;0;0;0; 0.1
476; Olej podzemnicovı; Oil, peanut; ; 1.00; 6.25; 0.956;3700;900; 99.9; 14.63; 64.72; 16.16;0;0;0;0;0;0;0;0;0;0
595; Olej rybí (losos); Oil, fish, salmon; ; 1.00; 6.25; 0.956;3700;900;100; 14.52; 49.25; 23.80;0;0;0;0;0;0;0;0;0;0
598; Olej rıovı; Oil, rice; ; 1.00; 6.25; 0.956;3693;898; 99.8; 23.15; 40.71; 31.31;0;0;0;0;0;0;0;2;0; 0.1
84; Olej øepkovı, nízkoerukovı; Oil, rape seed (low eruca acid content); ; 1.00; 6.25; 0.956;3693;898; 99.8; 6.75; 62.67; 25.88;0;0;0;0;0;0;0;0;0; 0.2
600; Olej sezamovı; Oil, sesame; ; 1.00; 6.25; 0.956;3689;897; 99.7; 16.57; 41.69; 37.05;0;0;0;0;0;0;0;1;0; 0.2
86; Olej sluneènicovı; Oil, sunflower; ; 1.00; 6.25; 0.956;3700;900;100; 10.2; 22.0; 63.0; ;0;0; ;0;0;0;0;0;0
324; Olej sluneènicovı, s vysokım obsahem kyseliny olejové (nad 70 %); Oil, sunflower, high oleic (70% and over); ; 1.00; 6.25; 0.956;3700;900;100; 9.86; 83.57; 3.80; ;0;0; ;0;0;0;0;0;0
474; Olej sojovı; Oil, soybean; ; 1.00; 6.25; 0.956;3700;900; 99.9; 15.10; 21.61; 58.70;0;0;0;0;0;0;0;1;0; 0.1
478; Olej svìtlicovı; Oil, safflower; ; 1.00; 6.25; 0.956;3700;900; 99.9; 9.37; 14.53; 71.51;0;0;0;0;0;0;0;0;0; 0.1
479; Olej svìtlicovı, s vysokım obsahem kys. olejové; Oil, safflower, high oleic acid; ; 1.00; 6.25; 0.956;3700;900;100; 7.54; 75.13; 12.82; 0.10;0;0;0;0;0;0;0;0;0
718; Olej z jader manga (Mangifera indica); Mango kernel oil; ; 1.00; 6.25; 0.956;3634;884; 98.0; 93.66;0;0;0; 0.06; 0.06;0;0; 0.5;0;0;0; 1.5
906; Olej, avokádovı; Oil, avocado; Persea; 1.00; 6.25; 0.956;3696;899; 99.9; 9.30; 75.77; 10.00;0;0;0;0;0;0;0;0;0; 0.1
907; Olej, z vlašskıch oøechù; Oil, walnut; Juglans regia; 1.00; 6.25; 0.956;3690;897; 99.7; 8.91; 15.30; 71.30;0;0;0;0;0;0; 0.1;0;0; 0.2
387; Olivy zelené, marinované; Olives green brined / marinated; Olea europea L.; 0.84; 6.25; 0.950;542;136; 12.7; 1.78; 8.87; 1.42; ; 4.1; 1.7; 0.1; 2.4; 1.4; 5.8;2400; 6.0; 76.0
388; Olivy zralé (èerné), konzervované; Olives, ripe, canned; Olea europea L.; 1.00; 6.25; 0.000;488;118; 10.7; 1.42; 7.89; 0.91; ; 6.3; 3.1;0; 3.2; 0.8; 2.2;735; 1.8; 80.0
158; Omáèka houbová, maso hovìzí vaøené, knedlík houskovı; Mushroom sauce with boiled beef and dumplings; ; 1.00; 6.25; 0.000;660;157; 5.5; 3.08; 1.79; 0.26;0; 17.4; 16.4; 1.5; 1.0; 10.0; 1.6;389; 1.0; 65.5
152; Omáèka houbová, smetanová, modelová receptura; Sauce, mushroom cream sauce, model recipe; ; 1.00; 6.25; 0.960;443;107; 7.5; 5.03; 1.83; 0.25; 0.01; 6.9; 6.4; 1.8; 0.5; 3.1; 2.0;560; 1.4; 80.5
161; Omáèka koprová, maso hovìzí vaøené, knedlík houskovı; Dill sauce with boiled beef and dumplings; ; 1.00; 6.25; 0.000;731;174; 6.1; 3.50; 1.96; 0.27; 0.01; 19.6; 18.7; 2.5; 0.9; 10.6; 1.4;296; 0.7; 62.3
155; Omáèka koprová, modelová receptura; Sauce, dill cream sauce, model recipe; ; 1.00; 6.25; 0.960;563;135; 9.9; 6.82; 2.31; 0.29; 0.02; 8.6; 8.3; 4.0; 0.3; 3.1; 1.6;368; 0.9; 76.8
160; Omáèka køenová, maso hovìzí vaøené, knedlík houskovı; Horseradish sauce with boiled beef and  dumplings; ; 1.00; 6.25; 0.000;682;162; 5.6; 3.20; 1.81; 0.26;0; 18.5; 17.4; 2.3; 1.1; 10.0; 1.4;324; 0.8; 64.5
154; Omáèka køenová, modelová receptura; Sauce, horseradish cream sauce, model recipe; ; 1.00; 6.25; 0.960;489;117; 7.8; 5.31; 1.88; 0.25; 0.01; 9.1; 8.3; 3.7; 0.8; 3.1; 1.7;413; 1.0; 78.3
159; Omáèka rajèatová, maso hovìzí vaøené, knedlík houskovı; Tomato sauce with boiled beef and dumplings; ; 1.00; 6.25; 0.000;661;157; 5.7; 3.18; 1.90; 0.27; 0.01; 17.7; 16.5; 2.1; 1.2; 9.4; 1.4;375; 0.9; 65.8
153; Omáèka rajèatová, modelová receptura; Sauce, tomato sauce, model recipe; ; 1.00; 6.25; 0.960;444;107; 8.0; 5.26; 2.08; 0.29; 0.03; 7.4; 6.3; 3.2; 1.1; 1.9; 1.6;528; 1.3; 81.1
266; Omáèka sójová; Sauce, soy; ; 1.00; 6.25; 0.800;235;55; 0.1; ; ; ; ; 6.5; 5.7; ; 0.8; 7.5; 15.9;5900; 14.8; 70.0
162; Omáèka svíèková, maso hovìzí vaøené, knedlík houskovı; Vegetable cream sauce with beef and dumplings; ; 1.00; 6.25; 0.000;768;183; 7.3; 4.37; 2.20; 0.41; 0.01; 20.5; 19.3; 1.3; 1.2; 9.4; 1.5;290; 0.7; 61.3
156; Omáèka svíèková, modelová receptura; Sauce, vegetable cream sauce, model recipe; ; 1.00; 6.25; 0.960;722;173; 11.8; 7.27; 3.48; 0.52; 0.02; 5.3; 4.7; 0.7; 0.6; 11.8; 1.7;331; 0.8; 69.9
640; Opuncie (plody); Opuntia, fruit, raw; Opuntia; 0.77; 6.25; 0.800;270;64; 0.4;0;0;0;0; 15.1; 13.3; 11.7; 1.8; 0.9; 0.6;0;0; 83.0
880; Orebice, maso z celého kusu; Partridge meat from the whole animal, raw; Alectoris; 0.64; 6.25; 0.945;470;111; 2.6; 1.07; 1.10; 0.14;0;0;0;0;0; 22.0; 1.2;46; 0.11; 73.9
913; Oøech, kolovı, celı; Nut, cola; Cola acuminata; 1.00; 6.25; 0.956;1036;250; 0.9;0;0;0;0; 74.9; 27.1; 2.3; 47.8; 9.3; 3.2;2; 0.01; 11.7
914; Oøech, kolovı, mletı; Nut, cola, milled; Cola acuminata; 1.00; 6.25; 0.956;1272;303; 0.8;0;0;0;0; 78.9; 50.1; 3.8; 28.8; 9.4; 2.8;3; 0.01; 8.1
370; Oøechy kešu; Cashew nuts; Anarcardium occidentale; 1.00; 5.30; 0.950;2470;595; 45.6; 10.40; 25.94; 7.41; ; 29.4; 27.3; 5.3; 2.1; 17.7; 3.0;15;0; 4.3
335; Oøechy lískové; Hazelnuts; Corylus avellana L.; 1.00; 6.25; 0.956;2724;661; 61.4; 5.46; 47.48; 5.73;0; 21.2; 4.2; 4.2; 17.0; 14.4; 2.5;0;0; 5.5
734; Oøechy lískové loupané; Hazelnuts, peeled; ; 1.00; 6.25; 0.956;2869;696; 66.5; 6.28; 52.61; 4.69;0; 14.3; 5.5; 5.0; 8.8; 14.4; 2.4;1;0; 2.4
612; Oøechy para; Brazilnuts; Bertholethia excelsa Humb. et Bonpl.; 1.00; 6.25; 0.956;2837;688; 65.2; 15.00; 19.25; 28.09;0; 12.3; 5.2; 2.2; 7.2; 16.4; 3.5;1;0; 2.5
613; Oøechy pekan; Pecan nuts; Carya illinoensis (Wangenh.) K. Koch; 1.00; 6.25; 0.956;2933;712; 69.6; 6.54; 32.50; 26.75;0; 13.7; 4.5; 4.2; 9.2; 12.1; 1.6;1;0; 3.0
614; Oøechy píniové; Pine nuts; Pinus pinea L.; 1.00; 6.25; 0.956;2419;583; 44.5; 3.40; 17.19; 21.42;0; 31.3; 24.4; 4.3; 6.9; 17.8; 3.1;1;0; 3.3
368; Oøechy pistáciové; Pistachio nuts, dried; Pistacia vera L.; 0.60; 5.30; 0.956;2500;605; 50.0; 5.64; 27.53; 14.53;0; 23.9; 13.5; 7.4; 10.4; 20.1; 2.8;19; 0.05; 3.2
88; Oøechy vlašské; Walnuts; Juglans regia L.; 1.00; 6.25; 0.956;2740;664; 61.2; 5.36; 9.46; 43.68;0; 17.4; 6.6; 2.2; 10.8; 16.3; 1.9;0;0; 3.2
915; Oøechy, tygøí; Nut, cola; Cyperus esculentus; 1.00; 6.25; 0.956;1777;429; 25.4; 5.33; 16.07; 2.75;0; 60.5; 30.0; 18.9; 30.5; 5.0; 2.1;4; 0.01; 7.0
334; Ostruiny; Blackberries, raw; ; 1.00; 6.25; 0.800;225;54; 1.0; ; ; ; ; 12.4; 7.0; 4.9; 5.6; 1.4; 0.5;4;0; 84.7
962; Ostruiny, lyofilizované; Blackberries, lyophilized; Rubus futicosus; 1.00; 6.25; 0.800;1328;318; 4.3; 0.32; 0.64; 2.44;0; 80.1; 47.1; 33.4; 33.0; 6.1; 2.6;1;0; 6.9
760; Otruby ovesné; Oat bran; ; 1.00; 6.25; 0.820;1539;366; 7.3; 1.15; 2.42; 2.43;0; 65.7; 52.7; 1.5; 13.1; 15.7; 2.4;1;0; 8.7
341; Otruby pšenièné; Wheat bran; Triticum aestivum L.; 1.00; 6.25; 0.820;1155;278; 5.7; 0.69; 1.35; 2.65;0; 60.1; 19.6; 2.3; 40.4; 16.8; 5.6;2;0; 11.8
764; Otruby itné; Rye bran; ; 1.00; 6.25; 0.820;1170;281; 2.8; 0.32; 0.48; 1.52;0; 68.2; 30.2; 3.5; 38.0; 14.6; 4.4;1;0; 10.0
163; Oves nahı; Naked oat; Avena nuda; 1.00; 5.83; 0.940;1620;384; 8.5; 1.69; 3.04; 3.23; ; 65.4; 57.8; ; 7.6; 15.3; 2.1;4;0; 8.7
